name	mean_price_str	address	lat	lon	mean_price_num	type
Монтана, ресторан	Средний чек 1500 р	Санкт-Петербург, Кирочная, 20	59.9032512	29.8117442681885	1500	restaurant
Монтенегро, ресторан	Средний чек 2000 р	Санкт-Петербург, Кораблестроителей, 30/4	59.9507337	30.2168869	2000	restaurant
Марсельеза, ресторан	Средний чек 1500 р	Санкт-Петербург, Набережная Мартынова, 16	59.9743605	30.260901983654	1500	restaurant
Munhell, сеть пивных ресторанов	Средний чек 1500 р	Санкт-Петербург, Бухарестская, 47	59.8498393	30.3987532	1500	restaurant
МАМАLЫGA, ресторан	Средний чек 1500 р	Санкт-Петербург, Казанская, 2	59.9288706	30.3124541	1500	restaurant
Два Му, ресторан	Средний чек 1000 р	Санкт-Петербург, Садовая, 94	59.9179532	30.2911804242859	1000	restaurant
Mr-997, гостинично-ресторанный комплекс	Средний чек 800 р	Санкт-Петербург, Белградская, 30	59.857237	30.3655443	800	restaurant
MACARENA, ресторан	Средний чек 1500 р	Санкт-Петербург, Московский проспект, 206	59.8566211	30.321765	1500	restaurant
Москва, ресторан	Средний чек 1500 р	Санкт-Петербург, Невский проспект, 114	59.9315884	30.3594008	1500	restaurant
Макрель, отель	Средний чек 1500 р	Санкт-Петербург, Приморское шоссе, 496	60.114958	29.9684527	1500	restaurant
Москва, ресторан	Средний чек 1500 р	Санкт-Петербург, Невский проспект, 114	59.9315884	30.3594008	1500	restaurant
Миндаль cafe, ресторан	Средний чек 1500 р	Санкт-Петербург, Чернышевского проспект, 5	59.9444965	30.3595573	1500	restaurant
Миндаль cafe, ресторан	Средний чек 1200 р	Санкт-Петербург, Английская набережная, 26	59.9342058	30.2944015	1200	restaurant
Mangal House, ресторан	Средний чек 800 р	Санкт-Петербург, Набережная канала Грибоедова, 26а	59.9232579	30.3039422	800	restaurant
Баку, ресторан	Средний чек 1500 р	Санкт-Петербург, Садовая, 12	59.6885522	30.4182177941529	1500	restaurant
Изюм, кафе	Средний чек 850 р	Санкт-Петербург, Захарьевская, 14	59.947917	30.3590903	850	restaurant
Нож справа, вилка слева, ресторан	Средний чек 1500 р	Санкт-Петербург, Восстания, 44	59.9317256	30.3603232	1500	restaurant
Nebar, бар-клуб	Средний чек 500 р	Санкт-Петербург, Литейный проспект, 57	59.9343765	30.3476836	500	restaurant
Небеса, ресторан	Средний чек 1000 р	Санкт-Петербург, Кораблестроителей, 30/1	59.9507337	30.2168869	1000	restaurant
НАША Dacha, ресторан	Средний чек 2500 р	Санкт-Петербург, Приморское шоссе, 448а	60.1130214	29.9696799	2500	restaurant
Наbeerежная, ресторан-пивоварня	Средний чек 1000 р	Санкт-Петербург, Аптекарская набережная, 20	59.9782888	30.3146973	1000	restaurant
Невский причал, кафе-ресторан	Средний чек 500 р	Санкт-Петербург, Обуховской Обороны проспект, 108 к4	59.8473936	30.4830012	500	restaurant
Невская Жемчужина, ресторан	Средний чек 2000 р	Санкт-Петербург, Обуховской Обороны проспект, 26	59.8651297	30.4701054	2000	restaurant
Наутилус, ресторан	Средний чек 200 р	Санкт-Петербург, Рижская, 3	59.9223317	30.4195838	200	restaurant
Навруз, сеть ресторанов	Средний чек 1500 р	Санкт-Петербург, Ленинский проспект, 125	59.8515131	30.2630897	1500	restaurant
Изюм, кафе	Средний чек 850 р	Санкт-Петербург, Захарьевская, 14	59.947917	30.3590903	850	restaurant
Cuba Bar	Средний чек 700 р	Санкт-Петербург, Гороховая, 28	59.9298678	30.320279	700	restaurant
Охотничий клуб, ресторан	Средний чек 1200 р	Санкт-Петербург, Новгородская, 27	59.9423504	30.3922628	1200	restaurant
Буль-Вар, ресторанный комплекс	Средний чек 1600 р	Санкт-Петербург, Маршала Казакова, 12 к2	59.85919865	30.2390008780414	1600	restaurant
Olius, ресторан	Средний чек 1000 р	Санкт-Петербург, Лермонтовский проспект, 26	59.9184226	30.2964896	1000	restaurant
Острова, ресторан	Средний чек 750 р	Санкт-Петербург, Большой проспект П.С., 1	59.95242945	30.2908487800615	750	restaurant
ПАЛКИНЪ, ресторан	Средний чек 3500 р	Санкт-Петербург, Невский проспект, 47	59.9325995	30.3470924	3500	restaurant
Palermo, ресторан	Средний чек 1200 р	Санкт-Петербург, Набережная реки Фонтанки, 50	59.9258459	30.3267482	1200	restaurant
Паратовъ, ресторан	Средний чек 900 р	Санкт-Петербург, Пушкинская, 9	59.72241365	30.4024472144609	900	restaurant
Пиросмани, ресторан-кафе	Средний чек 1200 р	Санкт-Петербург, Большой проспект П.С., 14	59.9544521	30.2933022	1200	restaurant
Паруса, ресторан	Средний чек 1500 р	Санкт-Петербург, Петровская коса, 9а	59.9629098	30.2476347	1500	restaurant
Lounge-Cafe PAR, ресторан	Средний чек 1500 р	Санкт-Петербург, Восстания, 40	59.9317256	30.3603232	1500	restaurant
Papa Pizziano, ресторан итальянской кухни	Средний чек 800 р	Санкт-Петербург, Новочеркасский проспект, 41	59.9296323	30.410942	800	restaurant
Puberty, ресторан-пивоварня	Средний чек 1500 р	Санкт-Петербург, Выборгская набережная, 47	59.9734616	30.3339331	1500	restaurant
Версаль, ресторан	Средний чек 800 р	Санкт-Петербург, Труда, 3	59.89993215	29.80481365	800	restaurant
Портъ Артуръ, бар-ресторан	Средний чек 1100 р	Санкт-Петербург, Звенигородская, 12	59.9212527	30.338092	1100	restaurant
Рибай, ресторан	Средний чек 2500 р	Санкт-Петербург, Казанская, 3а	59.694539	30.3890858	2500	restaurant
Рибай, ресторан	Средний чек 2500 р	Санкт-Петербург, Казанская, 3а	59.694539	30.3890858	2500	restaurant
И Рис, ресторан	Средний чек 1000 р	Санкт-Петербург, Ропшинская, 30	59.9573862	30.2980507	1000	restaurant
РесторанЪ, ресторан русской кухни	Средний чек 1700 р	Санкт-Петербург, Таможенный переулок, 2	59.9412454	30.3033562	1700	restaurant
Русская Рюмочная №1, ресторан	Средний чек 1500 р	Санкт-Петербург, Конногвардейский бульвар, 4	59.9325918	30.2975824	1500	restaurant
Родня, кафе-ресторан	Средний чек 1200 р	Санкт-Петербург, Крупской, 17	59.8904393	30.4326081	1200	restaurant
Ретро-Блюз, ресторан	Средний чек 1000 р	Санкт-Петербург, Есенина, 36 к5	60.0553525	30.3445798	1000	restaurant
Васаби-Розарио, сеть ресторанов	Средний чек 850 р	Санкт-Петербург, Энгельса проспект, 139	60.0499877	30.3315161	850	restaurant
Royal Beach, ресторан	Средний чек 2000 р	Санкт-Петербург, Южная дорога, 14	59.9688281	30.2314588	2000	restaurant
Runo.ru, ресторан	Средний чек 2000 р	Санкт-Петербург, Приморское шоссе, 422а	60.1640692	29.860796520134	2000	restaurant
Рулька, ресторан-пивоварня	Средний чек 1700 р	Санкт-Петербург, Оптиков, 46 к1	59.9986009	30.230649	1700	restaurant
Рулька, ресторан-пивоварня	Средний чек 1700 р	Санкт-Петербург, Оптиков, 46 к1	59.9986009	30.230649	1700	restaurant
MZE СОЛНЦЕ, ресторан	Средний чек 2000 р	Санкт-Петербург, Октябрьский бульвар, 7/11	59.7204311	30.4205839	2000	restaurant
Салхино, чебуречная	Средний чек 1200 р	Санкт-Петербург, Вознесенский проспект, 55	59.9203853	30.3076905	1200	restaurant
СЫТИНЪ, ресторан	Средний чек 1000 р	Санкт-Петербург, Измайловский проспект, 2	59.9185038	30.3080393	1000	restaurant
Старая Таможня, ресторан высокой кухни	Средний чек 3500 р	Санкт-Петербург, Таможенный переулок, 1	59.9417958	30.3031148	3500	restaurant
Сказки Шахерезады, кафе	Средний чек 700 р	Санкт-Петербург, Ленинский проспект, 161	59.8518261	30.3179163	700	restaurant
СольФаСоль, ресторан	Средний чек 1000 р	Санкт-Петербург, Большевиков проспект, 9 к1	59.9141366	30.4746854	1000	restaurant
Santorini, ресторан	Средний чек 900 р	Санкт-Петербург, Приморский проспект, 137 к1	59.9831616	30.2158156	900	restaurant
SunDay Ginza, ресторан	Средний чек 2000 р	Санкт-Петербург, Южная дорога, 4 к2	59.9671827	30.2446797282817	2000	restaurant
САХАРА, сеть ресторанов	Средний чек 540 р	Санкт-Петербург, Прилукская, 15	59.90976	30.3458568	540	restaurant
Старый Пловдив, ресторан	Средний чек 1000 р	Санкт-Петербург, Ветеранов проспект, 140	59.83251705	30.1694588374365	1000	restaurant
Талион, ресторан	Средний чек 3500 р	Санкт-Петербург, Набережная реки Мойки, 59	59.935812	30.3188635	3500	restaurant
Тройка, ресторан	Средний чек 2000 р	Санкт-Петербург, Загородный проспект, 27	59.9240608	30.3367778	2000	restaurant
Terrassa, ресторан	Средний чек 2500 р	Санкт-Петербург, Казанская, 3а	59.694539	30.3890858	2500	restaurant
Тбилисо, ресторан	Средний чек 1500 р	Санкт-Петербург, Сытнинская, 10	59.9577014	30.308235	1500	restaurant
Труффальдино, ресторан	Средний чек 1000 р	Санкт-Петербург, Большой проспект В.О., 68	59.9321155	30.2605041	1000	restaurant
TerritoriЯ, ресторан	Средний чек 350 р	Санкт-Петербург, Рентгена, 5а	59.9637176	30.3203169	350	restaurant
Travels, ресторан	Средний чек 1500 р	Санкт-Петербург, Бутлерова, 40	60.0106448	30.4047357	1500	restaurant
The Maze, ресторан	Средний чек 800 р	Санкт-Петербург, Парадная, 3 к2	59.9411856	30.3658891	800	restaurant
Толстый Фраер, сеть пивных ресторанов	Средний чек 600 р	Санкт-Петербург, Думская, 1-3	59.9335634	30.3283674	600	restaurant
Trattoria, ресторан	Средний чек 1000 р	Санкт-Петербург, Приморское шоссе, 551/2	59.9913914	30.1659265	1000	restaurant
Три Башни, паб	Средний чек 1000 р	Санкт-Петербург, Мебельная, 35Б к2	59.8936384	30.2679602422284	1000	restaurant
Tandoor, ресторан индийской кухни	Средний чек 1000 р	Санкт-Петербург, Адмиралтейский проспект, 10	59.9370731	30.3117071	1000	restaurant
Удачный выстрел, ресторан	Средний чек 2000 р	Санкт-Петербург, Гороховая, 3	59.9357887	30.3107214	2000	restaurant
У Горчакова, ресторан	Средний чек 2000 р	Санкт-Петербург, Большая Монетная, 17-19Б	59.96183	30.3199351	2000	restaurant
У Нарвских ворот, кафе-ресторан	Средний чек 800 р	Санкт-Петербург, Стачек проспект, 1	59.8661117	30.260318	800	restaurant
Фаворит, ресторан	Средний чек 1300 р	Санкт-Петербург, Стремянная, 18	59.9308629	30.353087	1300	restaurant
Фрегат Благодать, ресторан	Средний чек 2500 р	Санкт-Петербург, Петровская набережная, 2а	60.0891547	29.966666	2500	restaurant
Франсманни, ресторан	Средний чек 1500 р	Санкт-Петербург, Батайский переулок, 3а	59.9143349	30.3208972	1500	restaurant
Фаn Fлаn, ресторан	Средний чек 700 р	Санкт-Петербург, Коломяжский проспект, 27	60.0135784	30.2953914301824	700	restaurant
Чаплин-Клуб, ресторан-кабаре	Средний чек 1000 р	Санкт-Петербург, Чайковского, 59	59.9462789	30.360322	1000	restaurant
Честер, клубный ресторан	Средний чек 500 р	Санкт-Петербург, Кондратьевский проспект, 62 к1	59.97934725	30.3936149709488	500	restaurant
Царь, ресторан	Средний чек 2800 р	Санкт-Петербург, Садовая, 12	59.6885522	30.4182177941529	2800	restaurant
Цзао Ван, сеть ресторанов	Средний чек 550 р	Санкт-Петербург, Перекопская, 5	59.9022387	30.2707897	550	restaurant
Шинок, ресторан	Средний чек 1800 р	Санкт-Петербург, Загородный проспект, 13	59.9260934	30.3418451	1800	restaurant
Швабский Домик, ресторан	Средний чек 2000 р	Санкт-Петербург, Новочеркасский проспект, 28	59.9286991	30.4133791	2000	restaurant
Ширван, ресторан	Средний чек 850 р	Санкт-Петербург, Бухарестская, 142 к1	59.8347284	30.4183779	850	restaurant
Шаляпин, ресторан	Средний чек 2500 р	Санкт-Петербург, Нагорная (Репино), 1	60.1713328	29.871038	2500	restaurant
Эривань, ресторан	Средний чек 2000 р	Санкт-Петербург, Набережная реки Фонтанки, 51-53	59.9295115	30.3370719	2000	restaurant
Якитория, сеть суши-ресторанов	Средний чек 1100 р	Санкт-Петербург, Петровская набережная, 4	59.95379045	30.3304196755062	1100	restaurant
1913 год, ресторан	Средний чек 1700 р	Санкт-Петербург, Вознесенский проспект, 13	59.9291594	30.308093	1700	restaurant
Тысяча одна ночь, ресторан	Средний чек 1000 р	Санкт-Петербург, Миллионная, 21	59.94333395	30.3221986797683	1000	restaurant
Almond, ресторан	Средний чек 1000 р	Санкт-Петербург, Металлистов проспект, 115	59.9746948	30.3871008	1000	restaurant
La Cucaracha, ресторан мексиканской кухни	Средний чек 700 р	Санкт-Петербург, Оптиков, 34 к1	59.9997888	30.2165683	700	restaurant
LA RUSS, ресторан	Средний чек 1500 р	Санкт-Петербург, Набережная реки Мойки, 37	59.9405686	30.3191234	1500	restaurant
The Repa, ресторан	Средний чек 2000 р	Санкт-Петербург, Театральная площадь, 18	59.9246485	30.2966295	2000	restaurant
Un Bon, ресторан	Средний чек 1100 р	Санкт-Петербург, Некрасова, 37	59.9390205	30.3532303	1100	restaurant
Атлантис, ресторан европейской и авторской кухни	Средний чек 1800 р	Санкт-Петербург, Петровская, 2	60.08864615	29.9667658363127	1800	outcity
Бастион, ресторан	Средний чек 1000 р	Санкт-Петербург, Приморское шоссе, 494	60.114958	29.9684527	1000	outcity
Большой Колонный Зал, ресторан	Средний чек 1000 р	Санкт-Петербург, Садовая, 20	59.9234675	30.3095907	1000	outcity
Гольфстрим, ресторан	Средний чек 1500 р	Санкт-Петербург, Приморское шоссе, 484а	60.1130214	29.9696799	1500	outcity
ДАЧА, банкетный ресторан	Средний чек 1000 р	Санкт-Петербург, Торжковская, 3	59.98682105	30.3077670220588	1000	outcity
Daniel, ресторан	Средний чек 3000 р	Санкт-Петербург, Средняя, 2	59.6935064	30.3867249	3000	outcity
Залив, бар-ресторан	Средний чек 1500 р	Санкт-Петербург, Приморское шоссе, 422Б	60.1634867	29.8607276	1500	outcity
Корчма, ресторан	Средний чек 1000 р	Санкт-Петербург, Энгельса проспект, 83	60.0499877	30.3315161	1000	outcity
Красный кабачок, ресторан	Средний чек 1000 р	Санкт-Петербург, Санкт-Петербургское шоссе, 134а	59.87383165	29.9492998082205	1000	outcity
Коркули, бар-ресторан	Средний чек 1500 р	Санкт-Петербург, Гофмейстерская, 2	59.86018175	29.9924566721497	1500	outcity
Кают-Компания, кафе	Средний чек 200 р	Санкт-Петербург, Софийская, 8 к1	59.8830323	30.3911608	200	outcity
Карелия, ресторан	Средний чек 1000 р	Санкт-Петербург, Маршала Тухачевского, 27/2	59.9726457	30.4172117	1000	outcity
Подворье, ресторан	Средний чек 2000 р	Санкт-Петербург, Фильтровское шоссе, 16	59.69627295	30.4382961153816	2000	outcity
Casablanca, загородный комплекс	Средний чек 2000 р	Санкт-Петербург, Приморское шоссе, 471	60.114958	29.9684527	2000	outcity
Камелот, кафе	Средний чек 1000 р	Санкт-Петербург, Подвойского, 16 к3	59.9134369	30.4777956	1000	outcity
Лесной, ресторан	Средний чек 1000 р	Санкт-Петербург, Лесной проспект, 48	59.9816909	30.342042424805	1000	outcity
Макрель, отель	Средний чек 1500 р	Санкт-Петербург, Приморское шоссе, 496	60.114958	29.9684527	1500	outcity
Мимино, кафе	Средний чек 800 р	Санкт-Петербург, Чайковского, 36	59.9466405	30.3573239	800	outcity
Парк, ресторан	Средний чек 1000 р	Санкт-Петербург, Жукова, 1 к2	59.9616763	30.4070121	1000	outcity
Подворье, ресторан	Средний чек 2000 р	Санкт-Петербург, Фильтровское шоссе, 16	59.69627295	30.4382961153816	2000	outcity
Версаль, ресторан	Средний чек 800 р	Санкт-Петербург, Труда, 3	59.89993215	29.80481365	800	outcity
Русская рыбалка, ресторан	Средний чек 1500 р	Санкт-Петербург, Южная дорога, 11	59.9693246	30.2332697	1500	outcity
Романс-Кафе, ресторан	Средний чек 1200 р	Санкт-Петербург, Санкт-Петербургский проспект, 27	59.8789472	29.9182712	1200	outcity
Runo.ru, ресторан	Средний чек 2000 р	Санкт-Петербург, Приморское шоссе, 422а	60.1640692	29.860796520134	2000	outcity
Русский Ампиръ, ресторан	Средний чек 4000 р	Санкт-Петербург, Невский проспект, 17	59.93562295	30.3200365768724	4000	outcity
РесторанЧИК, ресторан	Средний чек 1500 р	Санкт-Петербург, Генерала Хазова, 25а	59.7379244	30.4057842	1500	outcity
Самсон, отель	Средний чек 500 р	Санкт-Петербург, Санкт-Петербургский проспект, 44а	59.87986735	29.9080026283129	500	outcity
Стрельна, ресторан	Средний чек 1500 р	Санкт-Петербург, Санкт-Петербургское шоссе, 58а	59.8510463	30.0608664125761	1500	outcity
Самсон, отель	Средний чек 500 р	Санкт-Петербург, Санкт-Петербургский проспект, 44а	59.87986735	29.9080026283129	500	outcity
ForRestMix Club, гостиничный комплекс	Средний чек 1750 р	Санкт-Петербург, Луговая (Репино), 10а	60.1686205	29.87362	1750	outcity
Шаляпин, ресторан	Средний чек 2500 р	Санкт-Петербург, Тверская, 12	59.7463929	30.6122969735615	2500	outcity
Я и Ты, панорамный ресторан	Средний чек 1500 р	Санкт-Петербург, Приморское шоссе, 593	60.1950616	29.6636703058364	1500	outcity
Newman Coffee, сеть кофеен	Средний чек 500 р	Санкт-Петербург, Невский проспект, 94	59.9324363	30.353692	500	cafe
Хочу Харчо, ресторан	Средний чек 1700 р	None	None	None	1700	cafe
СЧАСТЬЕ, бар-ресторан	Средний чек 1500 р	Санкт-Петербург, Малая Морская, 24	None	None	1500	cafe
Марчелли`s, сеть ресторанов	Средний чек 750 р	Санкт-Петербург, Невский проспект, 43	59.9327958	30.3455345	750	cafe
Шоколадница, сеть кофеен	Средний чек 540 р	Санкт-Петербург, Набережная канала Грибоедова, 18-20	59.93477265	30.32729146514	540	cafe
