-5.02470 -164275956457.16684 -64.57935 1173258468409.96069 -1.71021 -3336291064002.00342 60.77734 10109247641898.99219 -14.38916 -71287764367.38014 912.09575 3545622782.10295 450.80399 -709124240.66831 28.29267 709124578.29660 729.95315 -3545620196.13107 3905.44826 50444666029.28589 27.30838 -274449320478.77545 -14.14905 1136481681551.13721 -6.92572 -37770719487.35311 15.95051 2329669022.40051 -16.84335 -298815322.69277 -988.11525 17199540.69913 -1192.30569 -2009346.20627 -3233.87895 455566.04243 -12109.51221 -467843.32053 -12513.06731 873493.81949 -992.91788 -4250547.62670 1736.21395
2.55230 -112330457192.05147 608598593.89509 803851074134.60742 -8704593.40506 -2285209975068.00000 -608.05690 6924244400600.58203 204.67492 -48827932659.63789 565.23871 2428543358.52153 279.41609 -485708473.13383 23.63425 485708692.48490 456.18268 -2428541762.50991 2402.16586 34551633672.63464 -1.48147 -187981667468.53201 136.63047 778423212453.10791 -5.67795 -25870724771.41536 -13.64271 1595686431.16481 -18.44434 -204670952.60588 -826.89598 11780284.59381 -1270.08939 -1376739.65515 -2795.60172 311203.12505 -9313.31087 -321380.74928 -8959.60080 598760.16477 373.22501 -2910572.74621 1238.76290
7.31051 -72476788499.53711 1039309395.15283 520387937711.29401 -14982873.79661 -1478670117941.38989 -1595.09210 4480250715689.67676 338.37607 -31593511002.59509 319.66999 1571358953.85981 155.28160 -314271676.72550 20.87896 314271811.13678 257.08976 -1571358078.22167 1284.58615 22356207429.25584 -135.02343 -121631215460.51959 342.65475 503669122944.75421 -29.29046 -16739332854.11082 -31.69623 1032469155.32802 -19.74251 -132429824.03691 -699.26148 7621879.91251 -1296.39961 -891287.29798 -2433.05682 200467.05925 -7114.65801 -208942.77446 -6213.45664 387913.27053 1357.57997 -1882392.14577 851.41082
9.67920 -43120772099.85063 1317034054.49961 311538775978.02728 -19143083.56318 -884434549447.51062 -3610.92993 2679582864609.43848 435.76863 -18895658863.69467 168.00554 939808868.75807 73.95389 -187961714.51487 19.54048 187961792.30944 119.98153 -939808481.25455 493.95038 13370949771.70675 -348.42849 -72746011140.29539 694.42042 301237799870.12775 -99.91220 -10011572236.33440 -41.27369 617506029.24289 -20.76415 -79204537.99314 -600.70580 4558113.22329 -1279.58509 -533591.31325 -2136.70298 118924.14104 -5436.17853 -126045.56786 -4168.64840 232532.59433 2012.78068 -1124902.46695 559.89782
10.08764 -22668229713.13101 1466674287.24239 165973305772.18851 -21493463.38303 -470266326409.91364 -7366.17034 1424557124797.62720 545.90702 -10045535710.34142 102.86136 499632403.85468 30.98632 -99926449.57315 19.13244 99926494.05968 32.16518 -499632309.59488 -28.50017 7108423172.51775 -616.80764 -38674101193.26973 1282.42408 160147630072.67062 -239.69215 -5322471418.96084 -45.43872 328285887.26098 -21.53559 -42107695.48166 -526.72299 2422771.09423 -1227.99455 -284253.87941 -1896.99890 62140.66645 -4200.49730 -68205.30129 -2719.18968 124197.59375 2391.46085 -597000.35131 349.96399
8.96511 -9524983059.54957 1513131808.68760 72361243931.38928 -22342253.93446 -203928505652.80753 -13571.41603 617489773693.98767 717.84552 -4354301009.95418 116.85340 216568859.78871 21.93225 -43313744.97166 19.16850 43313774.44444 -19.05213 -216568901.22969 -341.52423 3081190104.22904 -915.27184 -16763532304.90693 2197.16237 69417000396.04982 -470.77924 -2307058902.87226 -47.25495 142297563.73427 -22.08314 -18251897.50966 -472.80709 1049640.09338 -1149.97671 -123877.17494 -1704.40332 25682.93150 -3330.23920 -30938.14654 -1759.09407 54487.72634 2546.25418 -257582.44042 207.34944
6.74087 -2096853859.27401 1481308334.14164 19372307293.21512 -21997695.89579 -53184144000.32665 -22937.26781 160697088738.04404 1000.63850 -1133114229.95022 202.59765 56357537.19916 42.34504 -11271463.78172 19.16232 11271491.52065 -46.36324 -56357594.14590 -503.88054 801813039.37976 -1218.93209 -4362351160.66531 3529.13190 18064297683.90632 -815.32243 -600363188.94997 -49.78601 37029893.01472 -22.43310 -4749745.08428 -434.45217 272506.78882 -1053.88032 -33063.37830 -1549.37494 5117.23221 -2748.02911 -9760.27542 -1182.37517 14982.44967 2529.79437 -65545.37582 117.79428
3.84418 1210336167.51471 1396105578.91107 -4323787304.65380 -20768029.94535 14203701723.12521 -36174.32703 -43504652629.86667 1443.34032 306865162.24746 352.71006 -15262263.27470 87.77805 3052530.92530 18.62755 -3052496.65470 -62.46097 15262273.66925 -574.32783 -217145549.48687 -1502.89936 1181395553.97476 5368.82930 -4892091220.02693 -1295.47067 162587221.92167 -56.09551 -10028290.54554 -22.61180 1286160.78730 -407.15228 -74842.25138 -948.05408 7585.33204 -1422.37248 -3990.13539 -2376.49191 -187.85972 -883.04655 -2738.77868 2394.71512 20214.20091 67.03861
0.70433 1990765300.65239 1282425258.30236 -10057323024.65669 -18961496.76146 30471974693.48399 -53993.19506 -92799172970.43489 2095.00532 654477699.22311 559.80662 -32551240.99394 153.78464 6510376.07809 17.07784 -6510332.02471 -80.03817 32551364.22891 -611.62482 -463123189.83281 -1742.28464 2519661153.56079 7806.75118 -10433779472.13270 -1933.37293 346763828.86217 -69.24710 -21388152.59463 -22.64555 2743219.09792 -386.40146 -158620.45916 -840.84675 17466.77761 -1313.85467 -6072.87528 -2138.25247 2262.92875 -755.12182 -7096.50115 2193.65014 40799.64822 40.82253
-2.25449 1820272725.55344 1164875381.10835 -9028242873.10658 -16882939.08394 27486776756.35225 -77087.34592 -83746481313.06903 3003.70021 590639774.49912 816.55154 -29375974.31591 235.92913 5875384.37648 13.96079 -5875332.38331 -111.72121 29376218.88175 -673.88424 -417950127.77498 -1912.64788 2273891969.00161 10931.52751 -9416052256.24778 -2750.51802 312939648.72733 -92.24465 -19301899.56040 -22.55903 2475613.38416 -367.74530 -143129.20658 -740.50248 15755.63867 -1214.39000 -5513.68707 -1956.82253 2024.34221 -693.83313 -6414.39950 1978.61905 36841.48655 25.04933
